Date,Channel,Campaign Name,Ad Set Name,Ad Name,CPC,Spend,Impressions,Clicks,Conversions,Reach
2024-10-14,TikTok,Retargeting,Set A,Ad 1,1.45,56.21,2335,335,26,6107
2024-10-14,Instagram,Brand Awareness,Set A,Ad 1,1.01,90.81,1391,499,45,10101
2024-10-14,X,Holiday Sale,Set C,Ad 1,0.94,264.45,7190,78,72,5602
2024-10-14,Google Organic,Back to School,Set D,Ad 4,0.75,104.27,3009,512,14,8783
2024-10-15,Google,Retargeting,Set D,Ad 1,1.43,135.25,5580,460,62,7557
2024-10-15,Facebook,Brand Awareness,Set D,Ad 1,0.59,100.53,11886,380,37,8410
2024-10-15,LinkedIn,Holiday Sale,Set D,Ad 2,1.71,147.06,5188,295,25,9653
2024-10-15,TikTok,Holiday Sale,Set D,Ad 3,1.8,47.09,3545,426,6,4649
2024-10-15,Instagram,Holiday Sale,Set C,Ad 1,1.15,275.92,8707,381,6,7935
2024-10-15,X,Holiday Sale,Set D,Ad 1,0.58,291.17,1044,287,57,7408
2024-10-15,Google Organic,Back to School,Set C,Ad 5,0.6,273.45,8320,583,52,1724
2024-10-16,Google,Holiday Sale,Set B,Ad 2,0.98,192.96,3330,484,67,1183
2024-10-16,Facebook,Brand Awareness,Set A,Ad 3,0.79,89.28,8888,429,61,10030
2024-10-16,LinkedIn,Brand Awareness,Set D,Ad 5,1.93,114.18,4748,144,63,7783
2024-10-16,TikTok,Retargeting,Set C,Ad 3,1.98,147.08,1733,516,63,4686
2024-10-16,Instagram,Back to School,Set A,Ad 1,0.51,127.95,9317,412,29,7541
2024-10-16,X,Back to School,Set C,Ad 1,1.73,190.24,10148,581,50,1147
2024-10-16,Google Organic,Summer Promo,Set D,Ad 5,1.42,86.47,3299,158,27,10909
2024-10-17,Google,Back to School,Set C,Ad 5,1.83,256.71,3204,183,9,5772
2024-10-17,Facebook,Brand Awareness,Set C,Ad 5,0.8,122.33,6176,537,68,5146
2024-10-17,LinkedIn,Summer Promo,Set C,Ad 2,1.47,287.68,8843,486,44,11370
2024-10-17,TikTok,Holiday Sale,Set A,Ad 5,0.73,215.39,6537,230,65,11770
2024-10-17,Instagram,Brand Awareness,Set C,Ad 2,0.62,99.2,8676,277,8,9755
2024-10-17,X,Brand Awareness,Set B,Ad 4,1.28,99.85,13616,169,14,6576
2024-10-17,Google Organic,Summer Promo,Set B,Ad 3,1.14,189.04,13254,323,6,2359
2024-10-18,Google,Summer Promo,Set B,Ad 4,0.52,184.85,3546,560,61,11263
2024-10-18,Facebook,Summer Promo,Set A,Ad 3,0.71,90.76,4357,294,23,2165
2024-10-18,LinkedIn,Retargeting,Set A,Ad 1,1.69,137.21,3212,333,82,3651
2024-10-18,TikTok,Brand Awareness,Set C,Ad 4,1.29,249.49,6415,80,76,9163
2024-10-18,Instagram,Back to School,Set D,Ad 4,0.86,259.7,4421,137,19,4492
2024-10-18,X,Brand Awareness,Set A,Ad 4,1.96,85.69,13158,326,54,3359
2024-10-18,Google Organic,Brand Awareness,Set C,Ad 1,1.83,76.25,4177,414,37,4573
2024-10-19,Google,Brand Awareness,Set B,Ad 3,1.22,148.02,3581,329,17,3024
2024-10-19,Facebook,Holiday Sale,Set D,Ad 1,1.57,32.52,11285,581,18,8767
2024-10-19,LinkedIn,Back to School,Set C,Ad 1,0.5,60.98,9037,557,75,7526
2024-10-19,TikTok,Summer Promo,Set C,Ad 2,1.68,162.38,5999,556,37,659
2024-10-19,Instagram,Retargeting,Set B,Ad 2,1.02,156.98,8706,73,42,4320
2024-10-19,X,Holiday Sale,Set A,Ad 2,1.3,256.5,14475,198,64,8275
2024-10-19,Google Organic,Holiday Sale,Set A,Ad 1,0.85,231.02,14880,466,92,7906
2024-10-20,Google,Retargeting,Set D,Ad 1,1.49,84.83,12507,156,74,5770
2024-10-20,Facebook,Summer Promo,Set A,Ad 1,1.1,130.93,5548,309,57,6435
2024-10-20,LinkedIn,Holiday Sale,Set A,Ad 2,0.81,145.65,5023,553,43,3840
2024-10-20,TikTok,Summer Promo,Set C,Ad 4,1.84,278.27,8931,494,81,7698
2024-10-20,Instagram,Retargeting,Set D,Ad 4,1.63,200.28,10145,333,75,6487
2024-10-20,X,Retargeting,Set C,Ad 1,1.34,197.81,1548,190,59,7793
2024-10-20,Google Organic,Brand Awareness,Set B,Ad 2,1.36,162.67,5505,583,13,4669
2024-10-21,Google,Retargeting,Set D,Ad 5,1.69,55.97,13551,599,97,4291
2024-10-21,Facebook,Back to School,Set B,Ad 1,1.06,258.31,5089,539,52,9260
2024-10-21,LinkedIn,Back to School,Set B,Ad 1,1.81,174.48,5517,385,71,8653
2024-10-21,TikTok,Holiday Sale,Set B,Ad 2,1.66,102.52,11891,314,18,3564
2024-10-21,Instagram,Brand Awareness,Set B,Ad 5,1.8,67.16,2223,245,40,6367
2024-10-21,X,Holiday Sale,Set D,Ad 5,0.75,110.68,11403,199,47,7662
2024-10-21,Google Organic,Back to School,Set A,Ad 2,1.22,219.67,9937,417,23,676
2024-10-22,Google,Back to School,Set B,Ad 1,0.69,214.95,11419,517,71,5162
2024-10-22,Facebook,Retargeting,Set C,Ad 4,1.82,20.35,3022,554,33,3381
2024-10-22,LinkedIn,Holiday Sale,Set C,Ad 4,1.6,146.29,9521,239,82,11331
2024-10-22,TikTok,Back to School,Set C,Ad 1,0.95,221.66,7603,350,67,1563
2024-10-22,Instagram,Holiday Sale,Set B,Ad 4,0.76,127.34,6799,599,43,10814
2024-10-22,X,Brand Awareness,Set D,Ad 4,1.01,199.89,10594,415,72,9375
2024-10-22,Google Organic,Holiday Sale,Set A,Ad 1,0.92,179.17,8448,350,56,1104
2024-10-23,Google,Holiday Sale,Set A,Ad 3,1.21,31.1,8487,220,68,8213
2024-10-23,Facebook,Back to School,Set C,Ad 2,0.62,298.2,12653,117,35,1638
2024-10-23,LinkedIn,Brand Awareness,Set B,Ad 2,0.89,117.45,3943,434,17,7039
2024-10-23,TikTok,Back to School,Set B,Ad 4,1.0,230.13,9381,283,15,6577
2024-10-23,Instagram,Back to School,Set B,Ad 4,0.58,273.86,7431,254,89,4486
2024-10-23,X,Retargeting,Set C,Ad 5,1.59,184.38,10502,62,67,2247
2024-10-23,Google Organic,Retargeting,Set C,Ad 5,1.82,136.07,11706,227,50,3590
2024-10-24,Google,Holiday Sale,Set B,Ad 2,1.09,275.35,10414,564,79,3389
2024-10-24,Facebook,Retargeting,Set A,Ad 5,1.86,158.8,13777,505,64,9600
2024-10-24,LinkedIn,Retargeting,Set B,Ad 5,0.69,193.93,14197,348,49,2539
2024-10-24,TikTok,Brand Awareness,Set C,Ad 5,1.15,238.26,2694,207,74,5980
2024-10-24,Instagram,Holiday Sale,Set C,Ad 3,1.21,71.77,10497,528,59,1023
2024-10-24,X,Holiday Sale,Set C,Ad 3,1.14,66.87,13230,497,35,1604
2024-10-24,Google Organic,Back to School,Set B,Ad 5,0.9,257.47,11700,374,54,3245
2024-10-25,Google,Back to School,Set B,Ad 5,1.51,133.97,9834,91,87,2175
2024-10-25,Facebook,Holiday Sale,Set B,Ad 2,1.65,226.26,1725,341,44,1572
2024-10-25,LinkedIn,Retargeting,Set B,Ad 3,0.89,136.48,11131,313,32,8302
2024-10-25,TikTok,Brand Awareness,Set C,Ad 5,1.24,81.48,4302,426,23,3925
2024-10-25,Instagram,Brand Awareness,Set C,Ad 2,0.53,115.91,4627,340,42,7615
2024-10-25,X,Brand Awareness,Set A,Ad 2,1.38,86.31,11554,132,31,1842
2024-10-25,Google Organic,Summer Promo,Set C,Ad 2,1.13,254.85,14656,546,88,8984
2024-10-26,Google,Back to School,Set B,Ad 1,1.64,217.63,4157,184,14,6567
2024-10-26,Facebook,Retargeting,Set C,Ad 5,0.69,161.35,11756,525,93,9847
2024-10-26,LinkedIn,Retargeting,Set A,Ad 3,0.98,215.85,9557,261,54,602
2024-10-26,TikTok,Back to School,Set B,Ad 3,0.8,146.28,13176,438,77,1429
2024-10-26,Instagram,Summer Promo,Set D,Ad 2,1.17,32.73,8064,560,87,5457
2024-10-26,X,Retargeting,Set B,Ad 4,1.54,292.2,12493,145,13,10225
2024-10-26,Google Organic,Summer Promo,Set C,Ad 5,1.64,220.11,5551,438,5,5165
2024-10-27,Google,Summer Promo,Set A,Ad 3,1.78,163.3,3835,402,13,10915
2024-10-27,Facebook,Holiday Sale,Set D,Ad 2,1.19,25.08,6746,396,74,5630
2024-10-27,LinkedIn,Brand Awareness,Set A,Ad 1,1.06,100.45,8984,457,64,11633
2024-10-27,TikTok,Summer Promo,Set A,Ad 2,0.93,188.53,8806,495,47,4217
2024-10-27,Instagram,Summer Promo,Set B,Ad 1,1.48,215.98,13232,327,57,2940
2024-10-27,X,Holiday Sale,Set D,Ad 2,0.93,113.91,6980,303,68,1088
2024-10-27,Google Organic,Back to School,Set B,Ad 1,0.6,158.4,14103,297,94,2829
2024-10-28,Google,Back to School,Set A,Ad 5,1.53,164.71,4559,498,68,5379
2024-10-28,Facebook,Brand Awareness,Set B,Ad 4,0.79,34.63,14172,516,99,10661
2024-10-28,LinkedIn,Retargeting,Set B,Ad 3,1.89,299.23,8608,205,79,3567
2024-10-28,TikTok,Holiday Sale,Set C,Ad 3,1.99,59.93,5355,367,27,2692
2024-10-28,Instagram,Back to School,Set B,Ad 2,1.11,187.09,6425,402,56,5574
2024-10-28,X,Back to School,Set A,Ad 5,1.77,210.99,8920,416,94,623
2024-10-28,Google Organic,Holiday Sale,Set A,Ad 1,1.5,280.94,5128,439,22,7874
2024-10-29,Google,Brand Awareness,Set B,Ad 4,1.15,166.32,11083,540,47,9051
2024-10-29,Facebook,Summer Promo,Set B,Ad 4,1.42,83.09,9773,411,41,6342
2024-10-29,LinkedIn,Summer Promo,Set A,Ad 5,1.37,286.58,4594,381,90,8541
2024-10-29,TikTok,Retargeting,Set D,Ad 4,0.83,118.9,14357,206,69,2540
2024-10-29,Instagram,Summer Promo,Set B,Ad 2,1.42,217.83,10451,454,18,9201
2024-10-29,X,Retargeting,Set C,Ad 1,0.88,191.68,8301,535,76,10490
2024-10-29,Google Organic,Summer Promo,Set D,Ad 1,0.69,166.52,12006,75,77,3164
2024-10-30,Google,Back to School,Set D,Ad 2,1.11,235.47,13705,528,27,5176
2024-10-30,Facebook,Holiday Sale,Set B,Ad 2,1.91,82.01,10903,358,71,1465
2024-10-30,LinkedIn,Holiday Sale,Set A,Ad 1,0.56,259.2,8387,518,91,7991
2024-10-30,TikTok,Summer Promo,Set C,Ad 3,0.87,99.29,8302,583,7,9099
2024-10-30,Instagram,Retargeting,Set B,Ad 5,1.17,65.9,8658,483,55,1378
2024-10-30,X,Brand Awareness,Set B,Ad 4,1.92,232.89,9286,282,81,7115
2024-10-30,Google Organic,Summer Promo,Set C,Ad 4,0.72,231.67,12345,270,8,713
2024-10-31,Google,Holiday Sale,Set D,Ad 1,1.62,79.74,13929,117,13,7076
2024-10-31,Facebook,Holiday Sale,Set B,Ad 3,1.5,86.54,7859,280,75,2803
2024-10-31,LinkedIn,Holiday Sale,Set A,Ad 5,0.96,59.88,4897,88,46,11348
2024-10-31,TikTok,Brand Awareness,Set C,Ad 2,0.9,175.36,14719,425,34,1592
2024-10-31,Instagram,Holiday Sale,Set A,Ad 1,0.57,27.11,7294,576,80,3102
2024-10-31,X,Retargeting,Set A,Ad 2,1.9,215.66,10364,290,50,4903
2024-10-31,Google Organic,Back to School,Set B,Ad 4,1.06,215.9,2115,286,89,2690
2024-11-01,Google,Retargeting,Set B,Ad 1,1.31,244.15,1219,380,26,6327
2024-11-01,Facebook,Brand Awareness,Set B,Ad 4,1.77,245.24,7912,203,16,9120
2024-11-01,LinkedIn,Brand Awareness,Set B,Ad 2,1.39,277.46,8536,107,41,11410
2024-11-01,TikTok,Back to School,Set C,Ad 1,0.6,244.92,12320,119,62,6046
2024-11-01,Instagram,Summer Promo,Set A,Ad 5,0.91,279.38,6160,579,28,9646
2024-11-01,X,Summer Promo,Set A,Ad 4,0.59,234.85,12324,305,24,3755
2024-11-01,Google Organic,Holiday Sale,Set B,Ad 5,0.6,79.46,14205,188,46,6053
2024-11-02,Google,Brand Awareness,Set B,Ad 1,1.2,34.98,14761,390,5,7847
2024-11-02,Facebook,Summer Promo,Set A,Ad 1,1.56,25.28,14634,227,12,6307
2024-11-02,LinkedIn,Summer Promo,Set D,Ad 1,1.32,158.21,8229,509,81,7597
2024-11-02,TikTok,Brand Awareness,Set B,Ad 3,1.72,114.69,11078,69,6,11802
2024-11-02,Instagram,Retargeting,Set C,Ad 2,0.83,207.6,10666,512,34,7047
2024-11-02,X,Holiday Sale,Set B,Ad 1,1.24,107.28,10033,437,61,2124
2024-11-02,Google Organic,Holiday Sale,Set B,Ad 5,1.78,58.8,12083,262,61,2008
2024-11-03,Google,Retargeting,Set C,Ad 5,1.37,154.05,5370,460,30,6693
2024-11-03,Facebook,Retargeting,Set C,Ad 3,0.82,243.05,3145,471,12,6628
2024-11-03,LinkedIn,Brand Awareness,Set B,Ad 3,1.16,126.86,4311,272,45,6518
2024-11-03,TikTok,Back to School,Set C,Ad 3,1.25,135.17,4322,159,45,4389
2024-11-03,Instagram,Brand Awareness,Set D,Ad 4,0.96,214.28,11110,222,46,9325
2024-11-03,X,Back to School,Set A,Ad 2,1.53,208.13,7859,72,64,11027
2024-11-03,Google Organic,Retargeting,Set B,Ad 4,0.96,225.89,12877,125,76,3742
2024-11-04,Google,Retargeting,Set D,Ad 5,1.61,150.6,1500,78,96,10718
2024-11-04,Facebook,Brand Awareness,Set A,Ad 2,0.59,76.28,4224,398,80,1154
2024-11-04,LinkedIn,Summer Promo,Set B,Ad 3,1.13,290.79,1725,428,62,4751
2024-11-04,TikTok,Holiday Sale,Set C,Ad 5,1.39,253.03,9020,398,58,9223
2024-11-04,Instagram,Holiday Sale,Set C,Ad 3,1.94,29.03,12670,577,11,3709
2024-11-04,X,Retargeting,Set D,Ad 2,1.33,64.87,10755,476,98,5218
2024-11-04,Google Organic,Back to School,Set A,Ad 4,0.77,285.72,10215,127,33,8842
2024-11-05,Google,Brand Awareness,Set D,Ad 2,1.87,186.78,1495,519,23,7990
2024-11-05,Facebook,Holiday Sale,Set B,Ad 4,1.23,87.77,6423,425,49,9586
2024-11-05,LinkedIn,Summer Promo,Set B,Ad 1,0.59,216.55,12120,127,7,8949
2024-11-05,TikTok,Holiday Sale,Set D,Ad 1,1.04,282.63,4829,113,97,946
2024-11-05,Instagram,Brand Awareness,Set D,Ad 4,0.61,187.9,5431,390,60,10411
2024-11-05,X,Holiday Sale,Set D,Ad 3,1.97,254.9,7076,228,5,11868
2024-11-05,Google Organic,Holiday Sale,Set D,Ad 4,0.59,122.19,6062,224,22,3361
2024-11-06,Google,Holiday Sale,Set D,Ad 1,1.59,163.1,7340,90,21,8830
2024-11-06,Facebook,Retargeting,Set A,Ad 4,1.9,62.26,11475,267,79,3560
2024-11-06,LinkedIn,Brand Awareness,Set D,Ad 3,1.75,221.21,6161,592,58,7321
2024-11-06,TikTok,Retargeting,Set D,Ad 2,1.62,285.46,2038,413,89,4987
2024-11-06,Instagram,Brand Awareness,Set C,Ad 4,0.8,32.8,12013,516,70,4868
2024-11-06,X,Back to School,Set B,Ad 1,0.67,227.0,7516,196,70,7576
2024-11-06,Google Organic,Brand Awareness,Set A,Ad 2,0.58,186.15,11999,127,82,7418
2024-11-07,Google,Summer Promo,Set A,Ad 1,1.05,47.48,1414,308,6,9233
2024-11-07,Facebook,Summer Promo,Set B,Ad 2,1.1,227.87,2480,428,25,689
2024-11-07,LinkedIn,Back to School,Set A,Ad 1,0.66,57.53,12715,388,50,10162
2024-11-07,TikTok,Summer Promo,Set C,Ad 3,0.61,94.77,4576,329,14,10265
2024-11-07,Instagram,Back to School,Set B,Ad 1,0.65,155.51,5907,577,11,4027
2024-11-07,X,Retargeting,Set D,Ad 5,0.82,267.45,1655,511,57,10737
2024-11-07,Google Organic,Holiday Sale,Set A,Ad 1,1.08,91.26,7867,583,27,9470
2024-11-08,Google,Brand Awareness,Set D,Ad 3,1.87,36.69,7615,214,96,3216
2024-11-08,Facebook,Summer Promo,Set C,Ad 2,0.85,34.28,2052,399,77,7759
2024-11-08,LinkedIn,Retargeting,Set D,Ad 2,1.09,174.69,5688,239,55,11837
2024-11-08,TikTok,Holiday Sale,Set A,Ad 4,1.48,242.35,6285,113,38,3959
2024-11-08,Instagram,Holiday Sale,Set B,Ad 1,1.71,189.18,7491,585,10,2376
2024-11-08,X,Brand Awareness,Set C,Ad 3,1.57,160.66,9659,253,22,9232
2024-11-08,Google Organic,Back to School,Set A,Ad 2,1.93,140.13,4241,576,74,10980
2024-11-09,Google,Retargeting,Set B,Ad 1,1.24,169.22,11020,314,72,8865
2024-11-09,Facebook,Retargeting,Set C,Ad 4,0.77,100.01,12566,599,25,11097
2024-11-09,LinkedIn,Brand Awareness,Set A,Ad 1,1.01,183.84,1304,599,24,11498
2024-11-09,TikTok,Holiday Sale,Set D,Ad 3,1.34,50.37,13035,287,77,6588
2024-11-09,Instagram,Brand Awareness,Set D,Ad 1,1.56,265.94,2989,481,54,10563
2024-11-09,X,Summer Promo,Set D,Ad 1,1.71,287.67,13242,51,96,4894
2024-11-09,Google Organic,Summer Promo,Set A,Ad 1,0.81,66.4,3709,324,54,9913
2024-11-10,Google,Brand Awareness,Set A,Ad 3,1.98,228.61,8606,532,91,9036
2024-11-10,Facebook,Back to School,Set A,Ad 5,1.92,219.12,4075,176,32,6884
2024-11-10,LinkedIn,Brand Awareness,Set D,Ad 4,0.88,70.54,6561,594,80,1048
2024-11-10,TikTok,Back to School,Set D,Ad 4,1.55,262.43,9410,279,49,7584
2024-11-10,Instagram,Back to School,Set D,Ad 2,1.39,290.72,6498,350,44,7958
2024-11-10,X,Holiday Sale,Set B,Ad 5,1.42,127.5,10914,440,31,10311
2024-11-10,Google Organic,Back to School,Set D,Ad 3,1.88,108.5,9999,593,7,8448
2024-11-11,Google,Holiday Sale,Set C,Ad 2,1.97,153.78,5938,313,100,1616
2024-11-11,Facebook,Brand Awareness,Set C,Ad 5,0.87,279.98,9274,103,70,6710
2024-11-11,LinkedIn,Retargeting,Set D,Ad 1,1.22,27.91,2379,275,25,7058
2024-11-11,TikTok,Retargeting,Set A,Ad 4,0.9,51.84,5703,447,18,8334
2024-11-11,Instagram,Summer Promo,Set B,Ad 2,0.51,254.24,2816,271,46,6481
2024-11-11,X,Summer Promo,Set D,Ad 5,1.63,27.02,10010,409,55,4923
2024-11-11,Google Organic,Summer Promo,Set C,Ad 1,0.77,224.69,3875,405,9,7371
2024-11-12,Google,Brand Awareness,Set B,Ad 3,0.51,138.71,14215,469,56,2624
2024-11-12,Facebook,Summer Promo,Set A,Ad 2,1.65,234.16,12554,558,31,11070
2024-11-12,LinkedIn,Brand Awareness,Set C,Ad 4,1.41,86.42,3941,194,91,4641
2024-11-12,TikTok,Summer Promo,Set D,Ad 4,1.72,141.68,12031,459,28,10515
2024-11-12,Instagram,Holiday Sale,Set A,Ad 3,1.16,25.05,11901,255,18,9648
2024-11-12,X,Summer Promo,Set A,Ad 2,0.81,239.65,2776,107,47,8175
2024-11-12,Google Organic,Retargeting,Set B,Ad 2,1.24,73.5,1124,502,41,7572
2024-11-13,Google,Holiday Sale,Set C,Ad 3,0.53,188.58,13817,468,21,1445
2024-11-13,Facebook,Retargeting,Set B,Ad 4,0.79,93.69,7985,330,5,7175
2024-11-13,LinkedIn,Summer Promo,Set C,Ad 1,1.54,167.04,14378,291,57,7608
2024-11-13,TikTok,Retargeting,Set D,Ad 4,1.33,240.62,10897,470,22,1742
2024-11-13,Instagram,Brand Awareness,Set B,Ad 1,1.32,159.84,3897,218,82,10230
2024-11-13,X,Holiday Sale,Set C,Ad 3,1.49,207.2,3093,436,33,7399
2024-11-13,Google Organic,Brand Awareness,Set B,Ad 5,1.69,221.78,12825,329,5,3838
2024-11-14,Google,Summer Promo,Set D,Ad 2,0.81,105.85,6097,54,61,864
2024-11-14,Facebook,Back to School,Set A,Ad 1,1.4,186.9,7383,243,26,1294
2024-11-14,LinkedIn,Summer Promo,Set C,Ad 1,0.94,76.05,10572,426,93,1693
2024-11-14,TikTok,Retargeting,Set A,Ad 4,0.61,271.49,6439,503,74,799
2024-11-14,Instagram,Summer Promo,Set D,Ad 3,1.78,54.24,7977,279,21,11232
2024-11-14,X,Back to School,Set A,Ad 1,1.64,73.32,12247,250,50,11594
2024-11-14,Google Organic,Retargeting,Set A,Ad 4,1.59,81.53,11992,122,25,5146
2024-11-15,Google,Holiday Sale,Set B,Ad 1,0.59,112.65,11928,368,85,11308
2024-11-15,Facebook,Summer Promo,Set B,Ad 1,1.02,37.84,7353,349,96,7140
2024-11-15,LinkedIn,Back to School,Set A,Ad 4,1.46,295.73,3830,450,68,6767
2024-11-15,TikTok,Retargeting,Set C,Ad 4,1.92,50.94,14328,455,58,7326
2024-11-15,Instagram,Brand Awareness,Set B,Ad 4,1.07,299.36,3757,215,48,1448
2024-11-15,X,Retargeting,Set C,Ad 4,1.55,148.64,7319,432,48,9297
2024-11-15,Google Organic,Back to School,Set A,Ad 3,1.36,139.26,12160,286,25,9180
2024-11-16,Google,Back to School,Set D,Ad 1,0.82,289.81,7186,84,16,10030
2024-11-16,Facebook,Brand Awareness,Set B,Ad 5,1.42,219.32,10827,173,56,2039
2024-11-16,LinkedIn,Summer Promo,Set A,Ad 5,1.85,208.31,2578,434,71,3546
2024-11-16,TikTok,Holiday Sale,Set C,Ad 2,0.86,24.78,1546,105,35,5952
2024-11-16,Instagram,Retargeting,Set A,Ad 3,1.32,224.92,13803,215,49,1178
2024-11-16,X,Back to School,Set A,Ad 4,0.6,58.25,10134,285,82,7499
2024-11-16,Google Organic,Retargeting,Set B,Ad 1,1.33,143.7,4578,57,46,4260
2024-11-17,Google,Back to School,Set A,Ad 4,1.68,92.31,13947,81,81,2613
2024-11-17,Facebook,Brand Awareness,Set C,Ad 2,1.5,74.67,1378,73,17,9351
2024-11-17,LinkedIn,Back to School,Set D,Ad 3,0.93,192.32,6320,219,47,11853
2024-11-17,TikTok,Back to School,Set B,Ad 5,1.36,269.49,14513,598,93,11744
2024-11-17,Instagram,Holiday Sale,Set B,Ad 3,1.98,189.06,14978,472,74,11549
2024-11-17,X,Retargeting,Set B,Ad 5,1.88,32.95,1066,468,91,7334
2024-11-17,Google Organic,Summer Promo,Set C,Ad 1,0.66,234.46,8757,107,65,4245
2024-11-18,Google,Brand Awareness,Set A,Ad 4,1.17,243.32,2813,460,35,6660
2024-11-18,Facebook,Brand Awareness,Set C,Ad 1,1.54,130.74,9665,137,86,1197
2024-11-18,LinkedIn,Summer Promo,Set C,Ad 3,1.17,84.03,1287,592,39,501
2024-11-18,TikTok,Holiday Sale,Set D,Ad 3,0.63,90.66,7075,555,59,10757
2024-11-18,Instagram,Retargeting,Set A,Ad 1,1.55,221.93,1233,386,5,11608
2024-11-18,X,Retargeting,Set A,Ad 3,1.5,145.5,14969,476,10,9034
2024-11-18,Google Organic,Brand Awareness,Set C,Ad 5,1.04,43.64,9749,586,59,8866
2024-11-19,Google,Brand Awareness,Set C,Ad 5,1.05,42.06,14402,210,7,1437
2024-11-19,Facebook,Retargeting,Set A,Ad 3,1.65,201.52,11174,409,28,5930
2024-11-19,LinkedIn,Holiday Sale,Set C,Ad 3,1.89,97.46,6345,491,23,930
2024-11-19,TikTok,Brand Awareness,Set D,Ad 5,0.83,52.29,2298,503,64,11037
2024-11-19,Instagram,Brand Awareness,Set C,Ad 2,1.16,35.27,7637,233,21,11401
2024-11-19,X,Brand Awareness,Set D,Ad 4,1.14,136.17,14991,220,40,6484
2024-11-19,Google Organic,Summer Promo,Set B,Ad 1,0.57,238.53,13549,70,95,10890
2024-11-20,Google,Brand Awareness,Set B,Ad 2,0.83,145.93,4724,409,35,1043
2024-11-20,Facebook,Summer Promo,Set D,Ad 4,1.34,95.49,3906,313,90,3841
2024-11-20,LinkedIn,Back to School,Set A,Ad 4,0.78,204.56,3993,253,97,9169
2024-11-20,TikTok,Retargeting,Set C,Ad 1,1.45,220.93,11676,231,41,7476
2024-11-20,Instagram,Retargeting,Set A,Ad 2,1.36,184.61,9169,383,92,7586
2024-11-20,X,Summer Promo,Set B,Ad 5,0.88,244.63,3494,229,52,7234
2024-11-20,Google Organic,Brand Awareness,Set A,Ad 5,0.98,36.08,9763,99,9,9748
2024-11-21,Google,Holiday Sale,Set C,Ad 5,1.66,84.59,8907,549,49,8463
2024-11-21,Facebook,Retargeting,Set B,Ad 1,1.83,29.8,6001,63,86,3944
2024-11-21,LinkedIn,Back to School,Set C,Ad 2,0.62,224.73,11025,172,23,8761
2024-11-21,TikTok,Retargeting,Set A,Ad 1,1.69,291.37,14062,443,9,11913
2024-11-21,Instagram,Back to School,Set B,Ad 3,1.94,24.6,1764,89,62,10144
2024-11-21,X,Retargeting,Set C,Ad 3,0.66,133.43,5219,184,47,9899
2024-11-21,Google Organic,Summer Promo,Set D,Ad 3,1.14,239.89,8920,231,9,3822
2024-11-22,Google,Holiday Sale,Set A,Ad 2,0.71,66.04,9923,428,94,3264
2024-11-22,Facebook,Brand Awareness,Set C,Ad 5,1.01,236.6,6925,163,14,10739
2024-11-22,LinkedIn,Summer Promo,Set A,Ad 2,0.67,286.15,6741,415,68,7923
2024-11-22,TikTok,Holiday Sale,Set D,Ad 5,0.6,274.82,8419,511,44,7998
2024-11-22,Instagram,Holiday Sale,Set B,Ad 4,0.99,86.71,6445,105,22,4577
2024-11-22,X,Back to School,Set A,Ad 1,1.64,85.79,7160,451,59,4672
2024-11-22,Google Organic,Brand Awareness,Set C,Ad 2,0.81,229.67,9801,246,62,8347
2024-11-23,Google,Holiday Sale,Set D,Ad 4,0.59,245.99,3535,484,58,6051
2024-11-23,Facebook,Retargeting,Set B,Ad 4,0.58,214.2,2332,482,26,5700
2024-11-23,LinkedIn,Holiday Sale,Set A,Ad 2,0.8,188.3,10789,56,16,11125
2024-11-23,TikTok,Retargeting,Set D,Ad 3,0.99,242.57,8329,347,77,3627
2024-11-23,Instagram,Brand Awareness,Set D,Ad 2,0.67,187.2,10127,379,89,793
2024-11-23,X,Brand Awareness,Set C,Ad 4,1.32,282.59,6678,428,47,9140
2024-11-23,Google Organic,Back to School,Set D,Ad 5,0.62,179.73,1931,149,30,6251
2024-11-24,Google,Brand Awareness,Set B,Ad 1,1.28,186.6,13248,442,48,2422
2024-11-24,Facebook,Brand Awareness,Set C,Ad 4,1.76,252.9,3301,64,89,9596
2024-11-24,LinkedIn,Retargeting,Set B,Ad 5,1.94,118.5,3619,124,88,8597
2024-11-24,TikTok,Summer Promo,Set D,Ad 5,1.49,88.15,12715,226,47,10926
2024-11-24,Instagram,Summer Promo,Set B,Ad 2,1.06,44.01,13380,552,53,2538
2024-11-24,X,Summer Promo,Set B,Ad 4,0.53,119.41,1314,493,36,2070
2024-11-24,Google Organic,Retargeting,Set A,Ad 5,0.86,199.26,11054,570,6,897
2024-11-25,Google,Back to School,Set C,Ad 4,1.84,26.04,5496,353,97,1360
2024-11-25,Facebook,Brand Awareness,Set C,Ad 1,0.8,53.13,10263,159,41,3062
2024-11-25,LinkedIn,Retargeting,Set D,Ad 3,0.6,35.24,13535,578,77,2528
2024-11-25,TikTok,Summer Promo,Set A,Ad 1,0.88,253.79,12213,176,67,945
2024-11-25,Instagram,Back to School,Set C,Ad 3,1.1,287.91,7084,358,29,3109
2024-11-25,X,Retargeting,Set C,Ad 1,0.86,246.93,1481,122,56,9816
2024-11-25,Google Organic,Summer Promo,Set A,Ad 4,1.31,205.82,1765,454,100,7826
2024-11-26,Google,Summer Promo,Set A,Ad 3,1.26,116.02,14573,563,84,11088
