Date,Country,City,Sessions,Users,Pageviews,BounceRate,AvgSessionDuration,Source,Medium,Device,Browser
2024-11-09,India,Mumbai,836,346,2204,0.33,282,instagram,referral,Mobile,Brave
2024-11-08,Germany,Berlin,389,685,2935,0.54,172,linkedin,organic,Desktop,Edge
2024-11-08,UK,London,586,297,1817,0.47,139,tiktok,organic,Desktop,Brave
2024-11-08,Germany,Berlin,923,764,1205,0.37,103,email,social,Mobile,Chrome
2024-11-08,Canada,Toronto,542,839,1797,0.6,201,email,cpc,Mobile,Chrome
2024-11-08,Brazil,São Paulo,464,896,1342,0.33,150,linkedin,cpc,Tablet,Brave
2024-11-08,Germany,Berlin,646,841,2645,0.65,149,google,cpc,Mobile,Chrome
2024-11-08,Brazil,São Paulo,707,742,2926,0.5,295,linkedin,referral,Desktop,Opera
2024-11-08,South Africa,Cape Town,739,664,1780,0.43,270,google,email,Tablet,Firefox
2024-11-08,USA,Los Angeles,414,357,1150,0.4,100,linkedin,email,Tablet,Opera
2024-11-08,France,Paris,667,407,2446,0.39,147,instagram,email,Tablet,Safari
2024-11-07,Canada,Toronto,446,697,1975,0.41,75,direct,email,Desktop,Firefox
2024-11-07,USA,Los Angeles,577,509,2849,0.51,216,email,social,Mobile,Chrome
2024-11-07,USA,Los Angeles,332,483,1293,0.42,237,linkedin,email,Desktop,Chrome
2024-11-07,USA,Los Angeles,360,259,2910,0.38,255,linkedin,cpc,Mobile,Safari
2024-11-07,South Africa,Cape Town,603,486,1514,0.3,217,linkedin,cpc,Mobile,Firefox
2024-11-07,South Africa,Cape Town,576,738,2249,0.48,282,direct,cpc,Mobile,Safari
2024-11-07,Canada,Toronto,318,528,1277,0.62,201,google,organic,Mobile,Opera
2024-11-07,UK,London,538,591,2179,0.3,221,email,social,Desktop,Opera
2024-11-07,Australia,Sydney,317,681,1568,0.46,137,direct,referral,Mobile,Opera
2024-11-07,France,Paris,551,737,2649,0.62,88,instagram,referral,Mobile,Firefox
2024-11-06,Brazil,São Paulo,959,455,2104,0.56,245,google,referral,Mobile,Opera
2024-11-06,Germany,Berlin,703,460,2852,0.45,190,facebook,social,Mobile,Brave
2024-11-06,Brazil,São Paulo,677,674,2533,0.49,232,tiktok,cpc,Mobile,Brave
2024-11-06,Canada,Toronto,880,504,2784,0.42,290,linkedin,cpc,Desktop,Chrome
2024-11-06,UK,London,874,577,2542,0.33,72,google,social,Desktop,Safari
2024-11-06,Australia,Sydney,889,803,2883,0.31,272,email,email,Desktop,Brave
2024-11-06,Brazil,São Paulo,411,583,2629,0.58,238,google,organic,Desktop,Firefox
2024-11-06,Canada,Toronto,385,744,2024,0.39,112,google,referral,Tablet,Opera
2024-11-06,UK,London,606,404,2578,0.38,208,google,organic,Mobile,Chrome
2024-11-06,South Africa,Cape Town,591,396,2274,0.44,144,direct,organic,Mobile,Chrome
2024-11-05,France,Paris,915,858,1944,0.69,100,email,organic,Desktop,Edge
2024-11-05,USA,New York,526,306,2190,0.41,87,google,organic,Desktop,Edge
2024-11-05,South Africa,Cape Town,970,823,1627,0.46,243,google,social,Mobile,Firefox
2024-11-05,France,Paris,616,470,1293,0.69,250,email,email,Desktop,Chrome
2024-11-05,Canada,Toronto,447,696,1602,0.55,251,direct,cpc,Tablet,Opera
2024-11-05,USA,New York,379,431,2428,0.37,239,email,email,Tablet,Brave
2024-11-05,UK,London,362,546,2403,0.39,182,linkedin,social,Desktop,Edge
2024-11-05,USA,Los Angeles,734,698,2273,0.55,86,google,social,Desktop,Safari
2024-11-05,USA,Los Angeles,514,880,1878,0.35,251,tiktok,email,Desktop,Edge
2024-11-05,Canada,Toronto,569,423,2141,0.51,201,tiktok,email,Tablet,Chrome
2024-11-04,USA,Los Angeles,690,823,1117,0.51,159,instagram,cpc,Tablet,Safari
2024-11-04,Australia,Sydney,788,351,1686,0.53,62,direct,cpc,Tablet,Chrome
2024-11-04,USA,Los Angeles,609,282,2218,0.53,155,tiktok,email,Desktop,Safari
2024-11-04,Australia,Sydney,975,254,1902,0.52,292,email,referral,Tablet,Brave
2024-11-04,Canada,Toronto,599,635,2835,0.32,131,facebook,organic,Mobile,Safari
2024-11-04,South Africa,Cape Town,869,476,2758,0.49,161,google,organic,Tablet,Safari
2024-11-04,India,Mumbai,936,815,1345,0.39,71,google,organic,Desktop,Edge
2024-11-04,France,Paris,968,287,1513,0.48,152,instagram,cpc,Desktop,Edge
2024-11-04,India,Mumbai,731,803,2153,0.32,171,google,referral,Desktop,Opera
2024-11-04,France,Paris,560,803,2895,0.4,95,instagram,cpc,Desktop,Chrome
2024-11-03,Canada,Toronto,834,884,2367,0.43,82,google,cpc,Desktop,Edge
2024-11-03,Canada,Toronto,321,599,2801,0.35,117,facebook,organic,Tablet,Brave
2024-11-03,Brazil,São Paulo,312,415,2422,0.34,142,facebook,social,Desktop,Edge
2024-11-03,South Africa,Cape Town,831,575,2102,0.43,121,tiktok,cpc,Mobile,Edge
2024-11-03,India,Mumbai,993,869,1928,0.62,293,instagram,organic,Tablet,Firefox
2024-11-03,USA,New York,397,718,1237,0.31,279,email,cpc,Desktop,Firefox
2024-11-03,Australia,Sydney,598,350,1220,0.45,119,tiktok,cpc,Tablet,Firefox
2024-11-03,UK,London,883,600,1007,0.66,86,tiktok,cpc,Mobile,Opera
2024-11-03,USA,Los Angeles,629,405,2730,0.49,254,tiktok,cpc,Mobile,Edge
2024-11-03,UK,London,588,759,1018,0.4,69,google,email,Desktop,Chrome
2024-11-02,UK,London,716,888,1401,0.53,87,tiktok,cpc,Mobile,Brave
2024-11-02,Germany,Berlin,761,478,1669,0.52,177,tiktok,cpc,Tablet,Firefox
2024-11-02,Canada,Toronto,772,305,1983,0.36,89,instagram,social,Mobile,Chrome
2024-11-02,UK,London,529,542,2607,0.41,134,linkedin,email,Desktop,Chrome
2024-11-02,France,Paris,484,510,2129,0.57,280,instagram,referral,Desktop,Chrome
2024-11-02,UK,London,725,280,2224,0.66,294,email,referral,Tablet,Firefox
2024-11-02,USA,New York,659,462,1145,0.52,248,facebook,cpc,Tablet,Edge
2024-11-02,South Africa,Cape Town,898,709,2661,0.43,80,linkedin,organic,Tablet,Brave
2024-11-02,South Africa,Cape Town,457,822,1428,0.46,200,instagram,cpc,Tablet,Chrome
2024-11-02,UK,London,746,506,2682,0.42,245,instagram,referral,Tablet,Firefox
2024-11-01,France,Paris,378,559,1555,0.55,190,linkedin,email,Desktop,Edge
2024-11-01,Australia,Sydney,924,552,1583,0.42,267,tiktok,cpc,Desktop,Chrome
2024-11-01,Brazil,São Paulo,583,674,1892,0.46,256,facebook,organic,Tablet,Safari
2024-11-01,USA,Los Angeles,775,450,2739,0.56,100,facebook,referral,Mobile,Safari
2024-11-01,USA,Los Angeles,505,405,1586,0.36,75,linkedin,cpc,Desktop,Safari
2024-11-01,Brazil,São Paulo,312,365,2678,0.68,260,facebook,referral,Desktop,Opera
2024-11-01,India,Mumbai,933,384,2996,0.52,109,direct,organic,Desktop,Safari
2024-11-01,Brazil,São Paulo,573,603,1360,0.4,258,instagram,cpc,Desktop,Chrome
2024-11-01,UK,London,872,897,1281,0.62,173,email,organic,Desktop,Edge
2024-11-01,UK,London,419,840,2913,0.65,193,email,email,Tablet,Opera
2024-10-31,South Africa,Cape Town,302,474,1095,0.7,132,tiktok,email,Mobile,Brave
2024-10-31,Germany,Berlin,988,595,2082,0.43,83,email,social,Tablet,Chrome
2024-10-31,USA,New York,341,813,1221,0.6,63,linkedin,social,Desktop,Firefox
2024-10-31,USA,Los Angeles,564,551,2004,0.36,247,instagram,email,Tablet,Safari
2024-10-31,USA,New York,612,793,1347,0.52,241,direct,email,Tablet,Opera
2024-10-31,UK,London,353,336,2661,0.45,166,instagram,referral,Tablet,Opera
2024-10-31,USA,New York,932,368,1008,0.48,184,tiktok,social,Mobile,Edge
2024-10-31,UK,London,890,768,1085,0.49,276,direct,email,Tablet,Safari
2024-10-31,India,Mumbai,540,797,1901,0.39,135,facebook,organic,Desktop,Safari
2024-10-31,South Africa,Cape Town,322,843,1792,0.66,102,google,cpc,Mobile,Firefox
2024-10-30,France,Paris,350,894,2345,0.45,87,google,organic,Tablet,Safari
2024-10-30,Australia,Sydney,779,442,1037,0.34,269,direct,cpc,Mobile,Safari
2024-10-30,USA,Los Angeles,725,766,2883,0.35,84,tiktok,cpc,Tablet,Opera
2024-10-30,Brazil,São Paulo,559,272,1185,0.46,62,linkedin,referral,Desktop,Brave
2024-10-30,USA,Los Angeles,758,358,2068,0.55,287,email,social,Desktop,Opera
2024-10-30,France,Paris,769,434,1994,0.39,257,google,social,Desktop,Opera
2024-10-30,France,Paris,993,694,1162,0.5,224,instagram,cpc,Mobile,Chrome
2024-10-30,USA,New York,602,317,1855,0.41,133,google,email,Desktop,Chrome
2024-10-30,Australia,Sydney,649,367,2290,0.45,221,tiktok,cpc,Mobile,Edge
2024-10-30,Canada,Toronto,770,553,1220,0.43,223,email,organic,Desktop,Opera
2024-10-29,UK,London,359,418,1129,0.65,193,facebook,cpc,Mobile,Chrome
2024-10-29,USA,New York,536,868,2017,0.34,290,direct,referral,Mobile,Opera
2024-10-29,Brazil,São Paulo,722,818,1242,0.54,269,facebook,social,Desktop,Opera
2024-10-29,India,Mumbai,991,719,1345,0.6,160,email,email,Tablet,Opera
2024-10-29,Brazil,São Paulo,707,632,1525,0.62,208,direct,organic,Tablet,Firefox
2024-10-29,India,Mumbai,887,284,2955,0.7,101,linkedin,email,Desktop,Firefox
2024-10-29,USA,New York,377,344,2647,0.54,128,email,organic,Tablet,Safari
2024-10-29,Canada,Toronto,669,384,2178,0.31,106,linkedin,organic,Desktop,Safari
2024-10-29,UK,London,321,526,2641,0.6,158,direct,cpc,Tablet,Edge
2024-10-29,UK,London,958,645,1084,0.43,66,tiktok,cpc,Desktop,Safari
2024-10-28,South Africa,Cape Town,725,631,2145,0.47,157,direct,email,Mobile,Edge
2024-10-28,USA,New York,873,834,2264,0.41,158,google,email,Tablet,Safari
2024-10-28,France,Paris,997,739,2896,0.5,181,facebook,cpc,Mobile,Safari
2024-10-28,Germany,Berlin,954,386,1207,0.44,198,facebook,social,Tablet,Firefox
2024-10-28,South Africa,Cape Town,865,260,2565,0.65,112,linkedin,cpc,Mobile,Safari
2024-10-28,UK,London,788,264,1790,0.4,80,google,referral,Tablet,Safari
2024-10-28,France,Paris,968,672,2503,0.49,162,google,social,Desktop,Opera
2024-10-28,South Africa,Cape Town,428,618,2009,0.64,87,google,social,Desktop,Chrome
2024-10-28,UK,London,684,379,1022,0.69,76,linkedin,cpc,Desktop,Firefox
2024-10-28,USA,Los Angeles,581,773,1511,0.65,130,email,cpc,Desktop,Safari
2024-10-27,USA,New York,523,895,1933,0.39,117,google,organic,Desktop,Safari
2024-10-27,India,Mumbai,787,262,1158,0.58,205,instagram,referral,Mobile,Edge
2024-10-27,Canada,Toronto,991,461,1614,0.65,286,facebook,organic,Mobile,Chrome
2024-10-27,USA,New York,945,583,2321,0.64,200,google,social,Tablet,Chrome
2024-10-27,Brazil,São Paulo,899,768,2762,0.59,246,tiktok,cpc,Tablet,Safari
2024-10-27,Canada,Toronto,344,469,1669,0.57,181,email,referral,Tablet,Edge
2024-10-27,USA,New York,459,296,2635,0.51,200,tiktok,cpc,Desktop,Brave
2024-10-27,India,Mumbai,695,756,1118,0.62,292,instagram,social,Mobile,Firefox
2024-10-27,USA,New York,741,484,1345,0.63,133,google,email,Tablet,Brave
2024-10-27,Germany,Berlin,871,578,2659,0.53,88,google,email,Desktop,Brave
2024-10-26,Brazil,São Paulo,426,647,1376,0.31,182,direct,email,Tablet,Opera
2024-10-26,UK,London,879,346,2223,0.4,244,tiktok,cpc,Tablet,Brave
2024-10-26,Brazil,São Paulo,813,317,1023,0.46,263,facebook,referral,Mobile,Opera
2024-10-26,UK,London,687,511,2201,0.54,76,google,email,Desktop,Brave
2024-10-26,USA,Los Angeles,465,726,2490,0.48,64,email,cpc,Tablet,Firefox
2024-10-26,Canada,Toronto,698,483,2357,0.52,189,linkedin,referral,Desktop,Brave
2024-10-26,Australia,Sydney,514,252,2296,0.53,291,instagram,email,Tablet,Safari
2024-10-26,India,Mumbai,481,659,2558,0.33,233,facebook,social,Tablet,Edge
2024-10-26,India,Mumbai,774,559,1625,0.47,225,linkedin,social,Mobile,Safari
2024-10-26,Brazil,São Paulo,716,254,1881,0.37,194,linkedin,referral,Tablet,Chrome
2024-10-25,Brazil,São Paulo,743,883,1943,0.44,81,tiktok,email,Desktop,Safari
2024-10-25,France,Paris,561,347,2416,0.57,300,tiktok,cpc,Desktop,Firefox
2024-10-25,USA,New York,426,830,1876,0.33,182,direct,cpc,Mobile,Safari
2024-10-25,Germany,Berlin,524,448,1468,0.3,114,google,social,Desktop,Safari
2024-10-25,France,Paris,993,737,1404,0.59,178,facebook,referral,Tablet,Brave
2024-10-25,Canada,Toronto,506,502,1752,0.42,84,facebook,cpc,Mobile,Opera
2024-10-25,Germany,Berlin,975,727,1958,0.61,265,facebook,cpc,Tablet,Opera
2024-10-25,USA,New York,759,430,1988,0.49,189,direct,email,Tablet,Safari
2024-10-25,UK,London,605,638,2097,0.41,258,facebook,organic,Desktop,Firefox
2024-10-25,UK,London,352,298,2761,0.54,60,instagram,social,Desktop,Firefox
2024-10-24,USA,Los Angeles,465,846,2888,0.69,277,instagram,email,Desktop,Opera
2024-10-24,USA,New York,589,755,2122,0.46,227,tiktok,cpc,Mobile,Edge
2024-10-24,South Africa,Cape Town,930,470,2598,0.41,143,linkedin,social,Tablet,Opera
2024-10-24,South Africa,Cape Town,330,598,1375,0.66,275,tiktok,organic,Mobile,Opera
2024-10-24,Brazil,São Paulo,483,354,2369,0.54,131,linkedin,organic,Mobile,Firefox
2024-10-24,UK,London,799,569,1459,0.53,114,google,cpc,Mobile,Brave
2024-10-24,Canada,Toronto,356,477,2113,0.58,155,email,cpc,Tablet,Safari
2024-10-24,France,Paris,897,446,1165,0.46,76,instagram,organic,Desktop,Opera
2024-10-24,Australia,Sydney,363,666,2238,0.65,192,instagram,social,Mobile,Opera
2024-10-24,Germany,Berlin,778,801,2805,0.57,73,google,email,Mobile,Firefox
2024-10-23,USA,Los Angeles,310,355,2702,0.61,89,instagram,organic,Tablet,Brave
2024-10-23,Germany,Berlin,927,342,1313,0.41,220,direct,organic,Mobile,Safari
2024-10-23,France,Paris,970,274,2084,0.57,154,linkedin,email,Desktop,Edge
2024-10-23,France,Paris,456,555,2622,0.45,297,tiktok,social,Desktop,Brave
2024-10-23,Germany,Berlin,717,821,1707,0.57,187,linkedin,social,Desktop,Brave
2024-10-23,South Africa,Cape Town,955,606,2307,0.52,174,instagram,email,Desktop,Edge
2024-10-23,USA,Los Angeles,769,581,1719,0.56,105,instagram,social,Mobile,Opera
2024-10-23,France,Paris,894,659,1813,0.65,224,facebook,email,Mobile,Chrome
2024-10-23,France,Paris,521,386,2839,0.36,61,google,organic,Tablet,Chrome
2024-10-23,Germany,Berlin,775,639,1783,0.39,135,direct,social,Mobile,Opera
2024-10-22,Brazil,São Paulo,446,278,2028,0.33,104,direct,cpc,Mobile,Opera
2024-10-22,Brazil,São Paulo,847,813,1618,0.62,299,google,social,Mobile,Chrome
2024-10-22,France,Paris,926,346,2690,0.33,73,facebook,social,Tablet,Opera
2024-10-22,USA,Los Angeles,830,439,1823,0.52,270,tiktok,cpc,Tablet,Firefox
2024-10-22,UK,London,999,821,2006,0.35,129,email,email,Tablet,Opera
2024-10-22,USA,New York,421,852,1523,0.69,269,google,email,Tablet,Chrome
2024-10-22,South Africa,Cape Town,413,425,1487,0.68,201,direct,social,Tablet,Safari
2024-10-22,France,Paris,336,251,1056,0.62,117,tiktok,email,Desktop,Chrome
2024-10-22,USA,New York,527,780,2105,0.44,183,tiktok,organic,Tablet,Opera
2024-10-22,France,Paris,358,684,2162,0.37,161,email,organic,Tablet,Opera
2024-10-21,USA,New York,979,298,2653,0.4,127,instagram,social,Mobile,Safari
2024-10-21,Australia,Sydney,319,808,1685,0.46,121,google,referral,Tablet,Edge
2024-10-21,UK,London,864,717,2202,0.36,187,direct,email,Desktop,Firefox
2024-10-21,India,Mumbai,994,558,1309,0.54,209,linkedin,organic,Tablet,Chrome
2024-10-21,South Africa,Cape Town,561,887,2786,0.62,157,instagram,referral,Desktop,Firefox
2024-10-21,India,Mumbai,908,597,2959,0.39,74,google,email,Tablet,Opera
2024-10-21,Canada,Toronto,556,824,2087,0.4,155,facebook,social,Tablet,Edge
2024-10-21,Germany,Berlin,639,794,1501,0.42,204,linkedin,email,Tablet,Safari
2024-10-21,Germany,Berlin,795,422,1410,0.68,219,instagram,organic,Desktop,Brave
2024-10-21,USA,New York,342,266,1311,0.33,252,email,email,Desktop,Brave
2024-10-20,Canada,Toronto,789,371,1103,0.51,202,facebook,organic,Desktop,Chrome
2024-10-20,Germany,Berlin,984,461,1882,0.57,69,direct,email,Mobile,Firefox
2024-10-20,Canada,Toronto,992,839,1311,0.31,64,instagram,social,Desktop,Edge
2024-10-20,USA,New York,973,401,2748,0.32,100,direct,referral,Tablet,Brave
2024-10-20,USA,Los Angeles,385,560,2538,0.58,197,email,social,Desktop,Edge
2024-10-20,France,Paris,643,476,2292,0.58,177,google,social,Tablet,Brave
2024-10-20,USA,Los Angeles,889,522,1270,0.49,289,instagram,social,Mobile,Opera
2024-10-20,South Africa,Cape Town,709,388,1798,0.42,111,direct,organic,Tablet,Edge
2024-10-20,South Africa,Cape Town,891,648,2157,0.45,163,facebook,organic,Mobile,Brave
2024-10-20,USA,Los Angeles,683,740,1243,0.31,206,facebook,referral,Mobile,Safari
2024-10-19,Australia,Sydney,853,402,2406,0.46,173,facebook,social,Mobile,Brave
2024-10-19,Canada,Toronto,412,521,2263,0.31,112,facebook,organic,Tablet,Brave
2024-10-19,USA,Los Angeles,805,541,2047,0.48,77,instagram,organic,Tablet,Firefox
2024-10-19,UK,London,606,896,2180,0.44,276,linkedin,cpc,Desktop,Brave
2024-10-19,Canada,Toronto,666,473,2389,0.31,182,linkedin,organic,Desktop,Brave
2024-10-19,South Africa,Cape Town,496,893,2648,0.39,263,tiktok,email,Desktop,Edge
2024-10-19,Brazil,São Paulo,458,516,1328,0.33,205,google,organic,Desktop,Brave
2024-10-19,Brazil,São Paulo,473,667,1555,0.36,82,facebook,social,Desktop,Firefox
2024-10-19,South Africa,Cape Town,600,815,1995,0.59,206,direct,cpc,Mobile,Safari
2024-10-19,France,Paris,331,733,1302,0.51,66,email,social,Mobile,Edge
2024-10-18,Germany,Berlin,378,495,2139,0.45,276,email,cpc,Desktop,Safari
2024-10-18,Brazil,São Paulo,598,660,2906,0.39,61,instagram,referral,Desktop,Opera
2024-10-18,USA,New York,793,251,1829,0.43,152,direct,referral,Mobile,Chrome
2024-10-18,USA,New York,380,407,1390,0.31,299,linkedin,organic,Desktop,Opera
2024-10-18,USA,New York,948,514,1482,0.56,107,direct,referral,Desktop,Chrome
2024-10-18,UK,London,867,583,1090,0.68,201,direct,email,Mobile,Firefox
2024-10-18,Germany,Berlin,933,661,1491,0.7,270,facebook,social,Mobile,Opera
2024-10-18,Brazil,São Paulo,844,339,2971,0.59,140,email,cpc,Desktop,Chrome
2024-10-18,India,Mumbai,815,827,1581,0.4,79,facebook,cpc,Mobile,Edge
2024-10-18,Brazil,São Paulo,333,604,1581,0.5,255,direct,cpc,Desktop,Chrome
2024-10-17,USA,New York,945,420,1828,0.41,129,direct,email,Tablet,Firefox
2024-10-17,UK,London,355,476,1155,0.56,276,facebook,social,Mobile,Opera
2024-10-17,Canada,Toronto,401,492,1539,0.31,85,email,email,Tablet,Brave
2024-10-17,France,Paris,406,673,2072,0.66,232,email,social,Tablet,Firefox
2024-10-17,USA,Los Angeles,509,746,1881,0.51,132,linkedin,social,Mobile,Safari
2024-10-17,Germany,Berlin,693,843,2298,0.54,164,email,referral,Desktop,Brave
2024-10-17,USA,New York,930,250,2095,0.64,259,direct,referral,Tablet,Chrome
2024-10-17,Canada,Toronto,960,803,2597,0.68,209,tiktok,cpc,Tablet,Safari
2024-10-17,France,Paris,431,616,2773,0.39,92,email,email,Desktop,Edge
2024-10-17,India,Mumbai,348,283,1935,0.64,128,direct,social,Mobile,Safari
2024-10-16,Brazil,São Paulo,381,609,1448,0.63,112,facebook,social,Mobile,Firefox
2024-10-16,UK,London,764,684,1515,0.65,185,google,social,Desktop,Brave
2024-10-16,India,Mumbai,554,311,1123,0.59,67,instagram,social,Tablet,Firefox
2024-10-16,France,Paris,673,335,2126,0.59,298,linkedin,referral,Mobile,Firefox
2024-10-16,Germany,Berlin,721,505,1754,0.67,109,email,referral,Desktop,Brave
2024-10-16,France,Paris,484,379,2325,0.54,252,direct,social,Mobile,Opera
2024-10-16,South Africa,Cape Town,473,818,1900,0.64,235,instagram,email,Tablet,Brave
2024-10-16,USA,Los Angeles,700,459,1976,0.31,152,email,cpc,Mobile,Firefox
2024-10-16,Germany,Berlin,662,763,1937,0.46,114,facebook,social,Tablet,Edge
2024-10-16,Brazil,São Paulo,988,900,2194,0.36,122,tiktok,social,Desktop,Opera
2024-10-15,Brazil,São Paulo,313,672,2993,0.67,176,google,email,Tablet,Opera
2024-10-15,USA,New York,464,251,1651,0.69,100,tiktok,organic,Desktop,Brave
2024-10-15,Canada,Toronto,710,763,2846,0.34,72,direct,cpc,Desktop,Safari
2024-10-15,UK,London,921,383,1665,0.59,137,google,email,Desktop,Chrome
2024-10-15,USA,New York,827,477,2689,0.43,217,instagram,email,Tablet,Opera
2024-10-15,UK,London,696,417,1311,0.56,288,instagram,referral,Tablet,Opera
2024-10-15,Germany,Berlin,444,780,2369,0.37,61,direct,social,Tablet,Opera
2024-10-15,Germany,Berlin,358,893,1497,0.33,235,direct,email,Desktop,Edge
2024-10-15,France,Paris,728,557,1153,0.61,179,direct,cpc,Tablet,Edge
2024-10-15,India,Mumbai,368,713,2115,0.68,246,facebook,cpc,Desktop,Opera
2024-10-14,Australia,Sydney,815,316,2014,0.31,267,direct,organic,Desktop,Firefox
2024-10-14,India,Mumbai,302,786,2637,0.54,71,tiktok,organic,Mobile,Safari
2024-10-14,USA,New York,326,866,1262,0.64,103,instagram,social,Tablet,Edge
2024-10-14,USA,New York,476,796,2955,0.36,206,tiktok,email,Desktop,Safari
2024-10-14,USA,New York,608,869,1129,0.44,275,tiktok,social,Mobile,Safari
2024-10-14,USA,New York,986,548,2495,0.57,294,instagram,social,Desktop,Chrome
2024-10-14,India,Mumbai,827,268,2686,0.4,170,linkedin,referral,Desktop,Opera
2024-10-14,Germany,Berlin,544,274,1523,0.69,242,direct,cpc,Tablet,Chrome
2024-10-14,USA,Los Angeles,944,438,1874,0.52,101,linkedin,social,Mobile,Firefox
2024-10-14,Australia,Sydney,552,617,1887,0.35,191,linkedin,referral,Mobile,Safari
2024-10-13,France,Paris,955,549,2327,0.57,93,direct,referral,Mobile,Edge
2024-10-13,Germany,Berlin,977,525,1104,0.58,90,instagram,social,Tablet,Opera
2024-10-13,Australia,Sydney,653,542,1361,0.61,95,tiktok,email,Desktop,Edge
2024-10-13,Canada,Toronto,865,286,1203,0.42,107,facebook,referral,Tablet,Safari
2024-10-13,Germany,Berlin,469,511,1321,0.65,75,linkedin,organic,Tablet,Opera
2024-10-13,Brazil,São Paulo,450,468,1083,0.34,130,email,organic,Tablet,Brave
2024-10-13,UK,London,943,288,2121,0.5,144,email,cpc,Mobile,Opera
2024-10-13,India,Mumbai,840,605,1704,0.42,110,facebook,organic,Mobile,Chrome
2024-10-13,USA,New York,786,432,2359,0.39,273,linkedin,referral,Desktop,Firefox
2024-10-13,Canada,Toronto,992,731,1353,0.54,231,direct,organic,Desktop,Edge
2024-10-12,Australia,Sydney,912,625,2059,0.42,72,direct,social,Desktop,Opera
2024-10-12,USA,New York,446,672,2587,0.32,230,direct,organic,Tablet,Firefox
2024-10-12,Australia,Sydney,878,843,1491,0.59,127,email,organic,Mobile,Safari
2024-10-12,USA,Los Angeles,861,511,1570,0.49,241,google,cpc,Tablet,Chrome
2024-10-12,USA,Los Angeles,892,499,1827,0.66,149,email,organic,Desktop,Brave
2024-10-12,UK,London,892,282,2080,0.61,264,instagram,referral,Tablet,Brave
2024-10-12,Germany,Berlin,538,567,2568,0.47,216,instagram,social,Desktop,Safari
2024-10-12,Brazil,São Paulo,555,727,2057,0.35,163,google,email,Desktop,Chrome
2024-10-12,France,Paris,594,668,2317,0.59,226,google,social,Mobile,Brave
2024-10-12,Australia,Sydney,416,569,2208,0.34,240,google,cpc,Tablet,Edge
2024-10-11,Australia,Sydney,511,361,2344,0.5,104,tiktok,referral,Mobile,Chrome
2024-10-11,Australia,Sydney,864,610,2613,0.33,132,tiktok,email,Tablet,Opera
2024-10-11,UK,London,911,456,1573,0.69,211,google,cpc,Desktop,Opera
2024-10-11,Germany,Berlin,724,836,1588,0.46,136,tiktok,email,Mobile,Opera
2024-10-11,Canada,Toronto,634,597,2789,0.6,219,google,referral,Desktop,Chrome
2024-10-11,India,Mumbai,747,826,1827,0.39,290,instagram,organic,Mobile,Firefox
2024-10-11,Canada,Toronto,754,855,2819,0.7,274,instagram,referral,Mobile,Safari
2024-10-11,USA,Los Angeles,339,295,1823,0.62,207,instagram,referral,Tablet,Safari
2024-10-11,France,Paris,624,267,2843,0.41,291,email,email,Desktop,Chrome
2024-10-11,USA,New York,426,392,2910,0.56,270,google,cpc,Tablet,Safari
2024-10-10,Canada,Toronto,313,503,2362,0.61,208,email,organic,Mobile,Safari
2024-10-10,UK,London,434,394,2783,0.3,165,facebook,cpc,Desktop,Opera
2024-10-10,UK,London,825,259,1426,0.66,91,instagram,email,Tablet,Opera
2024-10-10,India,Mumbai,705,577,2970,0.63,236,instagram,social,Mobile,Edge
2024-10-10,Canada,Toronto,965,476,1184,0.47,172,email,social,Tablet,Safari
2024-10-10,Canada,Toronto,750,775,1559,0.47,212,google,organic,Tablet,Brave
2024-10-10,Germany,Berlin,856,873,2321,0.39,219,instagram,referral,Desktop,Firefox
2024-10-10,USA,Los Angeles,339,409,2315,0.46,186,facebook,email,Desktop,Opera
2024-10-10,India,Mumbai,574,868,2099,0.57,89,direct,organic,Tablet,Firefox
2024-10-10,South Africa,Cape Town,489,729,1248,0.69,142,google,social,Mobile,Edge
2024-10-09,France,Paris,954,735,1956,0.51,97,direct,referral,Desktop,Chrome
2024-10-09,Germany,Berlin,436,561,1231,0.69,155,instagram,organic,Tablet,Chrome
2024-10-09,UK,London,741,745,1108,0.41,180,linkedin,referral,Tablet,Chrome
2024-10-09,Canada,Toronto,407,396,1139,0.64,289,linkedin,email,Tablet,Brave
2024-10-09,USA,Los Angeles,371,892,2684,0.52,281,email,cpc,Mobile,Chrome
2024-10-09,South Africa,Cape Town,977,416,1500,0.54,284,google,organic,Desktop,Brave
2024-10-09,USA,New York,583,535,1975,0.4,183,google,social,Mobile,Edge
2024-10-09,Australia,Sydney,486,352,2485,0.63,170,tiktok,email,Mobile,Firefox
2024-10-09,South Africa,Cape Town,536,480,2942,0.46,61,facebook,social,Mobile,Safari
2024-10-09,Australia,Sydney,988,764,1696,0.43,122,instagram,organic,Tablet,Firefox
2024-10-08,South Africa,Cape Town,845,669,1622,0.43,223,google,cpc,Tablet,Chrome
2024-10-08,Brazil,São Paulo,685,766,1831,0.38,146,instagram,organic,Desktop,Brave
2024-10-08,USA,New York,741,888,2304,0.48,108,instagram,email,Mobile,Edge
2024-10-08,South Africa,Cape Town,1000,624,1033,0.47,235,email,organic,Tablet,Safari
2024-10-08,France,Paris,894,716,2659,0.41,293,google,organic,Desktop,Brave
2024-10-08,USA,Los Angeles,326,849,1255,0.54,248,facebook,cpc,Desktop,Edge
2024-10-08,USA,New York,618,379,1834,0.69,127,instagram,cpc,Tablet,Brave
